0,,,8
8,,,
3588,003363,3880,35331
358,059336,285,05
358,05336,285,05
358,053336,285,05
358,0533356,285,0530913
358,053336,285,052091
358,053336,285,05291
358,053336,285,0520991
35998,05334,285,0952096
39458,009549,285,9007549
358,05337,285,0520994
358,009552,285,007549
9,,,
